Datos_Completos
age,gender,Academic_Level,Country,avg_daily_usage_hours,Most_Used_Platform,affects_academic_performance,sleep_hours_per_night, mental_health_score ,relationship_status_single,conflicts_over_social_media,addicted_score
21,Male,Graduate,Mexico,5,instagram,0,4,7,Single,0,7
21,Male,Graduate,Mexico,3,tiktok,0,7,7,Complicado,0,7
21,Female,Graduate,Mexico,11,instagram,10,13,8,In a relationship,6,8
20,Male,Graduate,Mexico,9,instagram,10,6,7,Single,4,8
21,Female,Secondary,Mexico,10,tiktok,10,9,8,Complicado,3,7
20,Male,Graduate,Mexico,7,instagram,0,7,7,Single,0,7
23,Male,Secondary,Mexico,3,tiktok,0,9,7,Single,0,7
21,Female,Graduate,Mexico,6,facebook,10,6,7,In a relationship,0,7
20,Male,Graduate,Mexico,6,twitter,10,6,7,Single,0,7
16,Male,Secondary,Mexico,3,whatsapp,0,7,7,Single,2,7
21,Female,Graduate,Mexico,4,whatsapp,0,7,7,Single,0,7
35,Male,Graduate,Armenia,6,whatsapp,10,7,7,In a relationship,3,7
32,Male,Secondary,Mexico,0,tiktok,0,7,7,In a relationship,1,7
20,Male,Graduate,Mexico,3,instagram,0,7,7,Single,0,7
22,Male,Graduate,Mexico,4,youtube,0,6,7,In a relationship,2,7
21,Female,Graduate,Mexico,10,instagram,10,6,7,In a relationship,3,7
21,Female,Graduate,Mexico,10,instagram,10,6,7,In a relationship,3,7
21,Male,Graduate,Mexico,9,tiktok,10,2,7,Single,0,7
21,Female,Graduate,Mexico,9,tiktok,10,13,8,In a relationship,3,7
19,Male,Secondary,Mexico,7,instagram,0,7,7,In a relationship,1,7
21,Male,Graduate,Vietnam,5,instagram,0,7,7,Single,0,7
24,Male,Secondary,Mexico,4,youtube,0,6,7,Single,2,7
20,Male,Graduate,Mexico,5,tiktok,0,7,7,Single,0,7
20,Female,Graduate,Mexico,17,tiktok,10,13,8,Single,8,8
21,Female,Graduate,Mexico,2,instagram,10,8,8,Single,3,7
13,Female,Secondary,Mexico,0,tiktok,10,8,7,Single,6,8
13,Female,Secondary,Mexico,1,tiktok,10,8,7,Single,6,8
20,Female,Graduate,Mexico,4,instagram,0,8,8,In a relationship,0,7
26,Female,Secondary,Mexico,10,whatsapp,10,6,7,Single,3,7
21,Female,Secondary,Mexico,3,whatsapp,0,6,7,In a relationship,0,7
20,Female,Secondary,Mexico,8,instagram,10,7,7,Single,4,8
21,Male,Secondary,Mexico,6,tiktok,0,7,7,In a relationship,0,7
31,Female,Secondary,Mexico,24,whatsapp,10,5,7,Single,3,7
10,Male,Secondary,Mexico,3,youtube,0,3,7,Single,1,7
23,Male,Secondary,Mexico,8,tiktok,0,7,7,Single,0,7
21,Female,Secondary,Mexico,10,whatsapp,0,9,7,Single,0,7
35,Female,Secondary,Mexico,5,facebook,0,11,8,In a relationship,0,7
27,Male,Secondary,Mexico,24,instagram,10,24,8,Complicado,10,8
35,Female,Secondary,Mexico,0,facebook,0,11,8,In a relationship,0,7
27,Male,Secondary,Mexico,14,instagram,0,24,8,Complicado,2,7
30,Female,Secondary,Mexico,5,tiktok,0,7,7,In a relationship,0,7
33,Female,Graduate,Mexico,24,whatsapp,0,10,7,In a relationship,0,7
33,Female,Graduate,Mexico,15,whatsapp,0,9,7,Single,0,7
69,Female,Secondary,Mexico,5,whatsapp,0,7,7,In a relationship,0,7
56,Male,Secondary,Mexico,1,facebook,0,7,7,In a relationship,2,7
31,Male,Graduate,Mexico,3,facebook,0,6,7,In a relationship,0,7
54,Female,Secondary,Mexico,5,whatsapp,0,6,7,In a relationship,0,7
69,Female,Secondary,Mexico,5,whatsapp,0,7,7,In a relationship,0,7
37,Female,Graduate,México,24,whatsapp,10,24,7,In a relationship,10,8
37,Female,Graduate,México,24,whatsapp,10,24,7,In a relationship,10,8
44,Female,Graduate,Mexico,2,whatsapp,0,6,7,Single,0,7
51,Male,Secondary,Mexico,0,youtube,0,0,7,In a relationship,0,7
20,Female,Graduate,Mexico,4,instagram,0,5,7,Single,1,7
18,Male,Secondary,Mexico,6,instagram,0,7,7,Single,0,7
37,Female,Graduate,México,3,facebook,0,6,7,In a relationship,0,7
53,Male,Graduate,Mexico,0,whatsapp,0,5,7,In a relationship,0,7
42,Female,Secondary,México,3,tiktok,0,8,8,Single,0,7
33,Female,Graduate,Mexico,4,whatsapp,0,8,7,In a relationship,0,7
20,Male,Graduate,México,5,youtube,10,6,7,In a relationship,1,7
38,Male,Graduate,México,9,tiktok,10,6,7,In a relationship,0,7
21,Female,Graduate,México,6,instagram,0,8,8,Single,0,7
34,Female,Secondary,Mexico,13,whatsapp,10,6,7,In a relationship,0,7
20,Female,Secondary,Mexico,5,whatsapp,10,6,7,Complicado,2,7
19,Male,Secondary,Mexico,5,youtube,0,7,7,Single,0,7
37,Female,Graduate,México,2,whatsapp,0,8,7,In a relationship,0,7
44,Female,Secondary,México,3,whatsapp,0,13,7,Complicado,0,7
25,Male,Graduate,Mexico,2,whatsapp,0,8,7,Single,0,7
21,Female,Graduate,Mexico,4,tiktok,0,6,7,In a relationship,0,7
20,Female,Graduate,Mexico,3,instagram,10,10,8,In a relationship,4,8
63,Female,Secondary,México,2,facebook,10,5,7,Single,5,8
26,Male,Secondary,Mexico,2,instagram,0,9,8,Single,1,8
41,Male,Graduate,México,12,facebook,10,23,8,Single,4,7
45,Female,Graduate,Mexico,4,whatsapp,0,8,7,In a relationship,0,7
60,Female,Secondary,Mexico,2,facebook,0,7,7,In a relationship,0,7
52,Female,Secondary,Mexico,2,whatsapp,0,7,7,In a relationship,1,7
21,Female,Secondary,México,12,whatsapp,10,8,7,Single,0,7
35,Female,Graduate,Mexico,1,facebook,0,6,7,In a relationship,1,7
48,Female,Graduate,Mexico,2,whatsapp,0,8,7,In a relationship,0,7
21,Female,Secondary,México,5,whatsapp,0,8,7,Single,0,7
21,Female,Secondary,México,0,whatsapp,0,8,7,Single,0,7
38,Female,Secondary,Mexico,14,whatsapp,10,4,7,In a relationship,0,7
16,Female,Secondary,Mexico,1,whatsapp,0,8,7,Single,0,7
35,Female,Graduate,México,4,facebook,0,7,7,In a relationship,0,7
20,Female,Secondary,México,4,tiktok,0,6,7,Single,1,7
38,Female,Secondary,Mexico,4,facebook,0,9,8,In a relationship,0,7
48,Female,Graduate,Mexico,3,facebook,0,8,8,In a relationship,0,7
20,Female,Secondary,Mexico,6,youtube,0,8,7,In a relationship,0,7
20,Female,Secondary,Mexico,6,youtube,0,8,7,In a relationship,0,7
48,Male,Graduate,México,3,facebook,0,10,8,In a relationship,0,7
44,Female,Secondary,Mexico,2,tiktok,0,7,7,In a relationship,1,7
44,Female,Secondary,Mexico,2,tiktok,0,7,7,In a relationship,1,7
41,Male,Graduate,México,4,whatsapp,0,7,7,In a relationship,0,7
20,Male,Graduate,Mexico,3,instagram,10,4,7,Single,3,7
32,Male,Graduate,Mexico,5,whatsapp,0,0,7,Single,0,7
45,Male,Secondary,México,5,whatsapp,10,1,7,In a relationship,5,8
21,Female,Graduate,Mexico,5,tiktok,0,7,7,Single,0,7
17,Female,Secondary,México,24,tiktok,10,6,7,In a relationship,0,7
30,Female,Secondary,Mexico,3,facebook,0,7,7,Single,0,7
42,Female,Graduate,México,2,facebook,0,4,7,In a relationship,0,7
33,Female,Secondary,Mexico,3,whatsapp,10,7,7,Single,4,8
23,Male,Graduate,Mexico,4,youtube,0,9,7,In a relationship,0,7
35,Male,Graduate,México,2,youtube,0,6,7,In a relationship,0,7
20,Male,Graduate,Mexico,5,facebook,0,7,7,In a relationship,0,7
49,Female,Secondary,Mexico,13,whatsapp,10,0,7,Single,0,7
40,Female,Graduate,México,3,tiktok,0,8,8,In a relationship,1,7
31,Female,Secondary,Mexico,5,whatsapp,10,5,7,In a relationship,2,7
35,Male,Secondary,Mexico,10,instagram,10,8,8,In a relationship,4,8
21,Female,Graduate,México,8,tiktok,0,7,7,Single,0,7
21,Female,Graduate,México,8,tiktok,0,7,7,Single,0,7
66,Female,Secondary,Mexico,6,whatsapp,0,9,7,In a relationship,0,7
19,Female,Graduate,Peru,5,tiktok,10,6,7,Single,1,7
33,Female,Graduate,Mexico,11,facebook,0,22,8,In a relationship,0,7
22,Male,Secondary,México,6,twitter,10,6,7,Single,0,7
33,Female,Secondary,México,10,whatsapp,10,7,7,In a relationship,4,8
23,Female,Secondary,Vietnam,11,tiktok,10,17,7,In a relationship,7,8
41,Female,Secondary,Mexico,2,tiktok,10,7,7,In a relationship,3,7
30,Male,Graduate,México,8,Instagram,0,6,49,Complicated,1,63
25,Male,Preparatory,México,7,Twitter,0,4,6,Complicated,0,36
26,F,Secondary,México,1,Twitter,0,8,31,Married,0,70
30,Male,Preparatory,México,5,YouTube,0,7,36,Single,1,10
25,Male,Preparatory,México,1,Snapchat,0,7,26,Complicated,0,91
25,F,Secondary,México,5,Twitter,0,6,75,Complicated,0,29
30,Male,Mastery,México,7,TikTok,0,4,36,Married,0,8
28,Male,Graduate,México,9,Snapchat,0,6,48,Complicated,1,46
20,Male,Doctorate,México,6,Snapchat,0,4,61,Complicated,0,6
21,Male,Mastery,México,5,Instagram,0,8,6,Complicated,0,94
22,F,Secondary,México,4,Facebook,0,8,98,Single,1,26
21,F,Doctorate,México,7,Facebook,0,4,26,Complicated,0,94
20,Male,Graduate,México,2,Instagram,0,4,2,Complicated,1,79
23,F,Doctorate,México,8,Instagram,0,7,98,Complicated,1,60
23,Male,Doctorate,México,9,TikTok,0,6,84,In a relationshipn,0,90
25,Male,Secondary,México,3,TikTok,0,5,14,Married,1,98
17,Male,Doctorate,México,3,Twitter,0,5,68,Married,0,94
23,Male,Graduate,México,10,TikTok,0,5,57,In a relationshipn,0,59
27,Male,Mastery,México,7,Facebook,0,4,88,In a relationshipn,1,17
30,Female,Preparatory,México,2,Facebook,0,6,40,Complicated,1,54
19,Female,Mastery,México,2,Facebook,0,5,4,Married,0,12
18,Male,Doctorate,México,4,Twitter,0,8,51,Complicated,0,22
24,Male,Doctorate,México,9,Instagram,0,6,39,In a relationshipn,0,44
21,Male,Graduate,México,6,TikTok,0,8,53,Married,0,68
23,Female,Mastery,México,6,YouTube,0,7,73,Married,1,51
19,Female,Secondary,México,1,Instagram,0,4,65,Complicated,0,34
25,Male,Mastery,México,6,YouTube,0,8,39,Complicated,0,73
26,Male,Doctorate,México,5,Twitter,0,8,67,Complicated,1,28
20,Female,Graduate,México,3,Facebook,0,7,40,In a relationshipn,0,19
23,Female,Preparatory,México,7,TikTok,0,7,89,Married,1,86
22,Female,Secondary,México,3,Snapchat,0,6,43,Married,0,95
23,Male,Mastery,México,3,Instagram,0,6,49,In a relationshipn,1,55
21,Female,Doctorate,México,5,Twitter,0,7,74,Married,0,7
29,Male,Mastery,México,7,Twitter,0,8,96,Married,1,37
22,Male,Preparatory,México,2,YouTube,0,8,81,Single,1,90
30,Male,Preparatory,México,9,Facebook,0,4,63,Complicated,0,40
19,Male,Mastery,México,9,Twitter,0,8,59,In a relationshipn,0,1
25,Male,Doctorate,México,2,Snapchat,0,8,59,Complicated,1,75
25,Male,Mastery,México,4,TikTok,0,5,49,In a relationshipn,0,49
24,Male,Preparatory,México,8,YouTube,0,6,10,Single,1,49
24,Male,Doctorate,México,2,TikTok,0,7,47,Single,1,96
21,Male,Doctorate,México,8,Instagram,0,8,52,Married,0,31
24,Female,Preparatory,México,8,YouTube,0,8,8,In a relationshipn,0,65
29,Female,Doctorate,México,9,Facebook,0,8,90,Married,0,91
20,Male,Preparatory,México,2,TikTok,0,4,8,Complicated,1,34
22,Male,Secondary,México,9,Twitter,0,6,3,In a relationshipn,1,17
27,Male,Preparatory,México,9,Twitter,0,7,24,Married,0,1
20,Female,Mastery,México,4,Twitter,0,6,91,Married,0,81
23,Female,Graduate,México,6,TikTok,0,6,78,Complicated,0,12
24,Male,Preparatory,México,3,Facebook,0,7,9,Married,1,22
22,Male,Doctorate,México,9,Instagram,0,6,31,Single,0,63
23,Female,Doctorate,México,7,YouTube,0,4,9,In a relationshipn,0,55
29,Female,Graduate,México,5,TikTok,0,4,60,Single,1,36
24,Female,Doctorate,México,1,Instagram,0,6,89,Single,1,14
23,Male,Mastery,México,9,YouTube,0,6,27,Complicated,0,64
17,Female,Doctorate,México,7,Facebook,0,8,21,In a relationshipn,0,89
26,Male,Secondary,México,9,Snapchat,0,4,75,In a relationshipn,0,33
24,Male,Doctorate,México,1,Facebook,0,6,90,Single,1,50
30,Male,Graduate,México,10,Instagram,0,8,67,Single,0,6
21,Male,Graduate,México,8,YouTube,0,6,36,In a relationshipn,1,18
22,Male,Doctorate,México,4,Instagram,0,6,61,Married,1,15
18,Male,Graduate,México,1,Twitter,0,5,87,In a relationshipn,0,4
27,Male,Graduate,México,7,Facebook,0,7,36,Married,1,14
29,Male,Mastery,México,5,Instagram,0,7,97,Single,1,77
25,Male,Graduate,México,2,Facebook,0,4,24,In a relationshipn,0,24
30,Female,Mastery,México,4,Instagram,0,6,34,Single,0,17
18,Female,Mastery,México,2,Snapchat,0,5,17,Complicated,0,97
30,Male,Secondary,México,4,YouTube,0,4,89,In a relationshipn,1,51
22,Male,Preparatory,México,4,Facebook,0,5,83,Married,0,65
27,Male,Doctorate,México,4,TikTok,0,6,53,Married,0,25
20,Female,Doctorate,México,9,Facebook,0,8,44,In a relationshipn,0,67
28,Female,Secondary,México,7,Twitter,0,8,18,Married,0,9
19,Male,Preparatory,México,2,Snapchat,0,8,42,In a relationshipn,1,38
26,Male,Preparatory,México,3,Twitter,0,8,95,In a relationshipn,0,25
21,Female,Doctorate,México,1,Facebook,0,8,67,In a relationshipn,0,68
23,Female,Doctorate,México,1,Snapchat,0,7,98,Married,1,21
18,Female,Preparatory,México,6,YouTube,0,4,52,In a relationshipn,0,23
27,Male,Graduate,México,1,Instagram,0,6,71,In a relationshipn,0,76
21,Female,Preparatory,México,9,TikTok,0,5,8,Single,0,37
24,Male,Graduate,México,8,Snapchat,0,4,29,Single,0,64
23,Male,Secondary,México,8,Snapchat,0,8,19,In a relationshipn,0,78
18,Male,Doctorate,México,7,YouTube,0,6,42,In a relationshipn,0,61
20,Male,Secondary,México,8,Twitter,0,5,69,In a relationshipn,0,72
29,Male,Graduate,México,8,TikTok,0,4,16,Complicated,0,52
27,Male,Mastery,México,9,TikTok,0,4,69,Complicated,0,86
17,Male,Graduate,México,4,TikTok,0,7,3,Complicated,1,87
21,Male,Secondary,México,9,YouTube,0,8,88,Complicated,1,74
18,Male,Graduate,México,5,Twitter,0,8,80,Complicated,0,42
23,Female,Doctorate,México,6,Twitter,0,6,46,Married,0,94
21,Female,Mastery,México,8,Snapchat,0,4,68,In a relationshipn,0,41
23,Male,Preparatory,México,8,Snapchat,0,7,85,In a relationshipn,0,57
28,Male,Preparatory,México,4,Facebook,0,5,36,Single,1,4
20,Male,Doctorate,México,6,Instagram,0,8,6,In a relationshipn,0,67
26,Female,Graduate,México,4,YouTube,0,5,57,Complicated,1,31
21,Female,Preparatory,México,5,TikTok,0,7,19,In a relationshipn,0,37
27,Male,Preparatory,México,8,TikTok,0,6,10,Single,0,89
29,Male,Preparatory,México,2,Snapchat,0,4,95,In a relationshipn,0,39
27,Female,Graduate,México,4,Twitter,0,8,33,In a relationshipn,0,10
17,Female,Secondary,México,4,Facebook,0,4,80,In a relationshipn,0,25
23,Female,Doctorate,México,2,Instagram,0,8,39,Single,0,55
21,Male,Graduate,Brazil,3,TikTok,0,7,0,In a relationship,0,79
25,Female,Graduate,Brazil,5,YouTube,0,6,0,Single,0,0
22,Male,Graduate,Brazil,2,Twitter,0,6,0,Single,0,0
24,Male,Graduate,Mexico,3,TikTok,0,7,0,In a relationship,0,0
24,Male,Graduate,Mexico,2,TikTok,0,8,0,In a relationship,0,0
21,Male,Graduate,Mexico,3,TikTok,0,10,0,In a relationship,0,0
23,Male,Graduate,Mexico,4,Twitter,0,5,0,In a relationship,0,0
20,Male,Graduate,Brazil,8,TikTok,0,6,0,Single,0,0
22,Male,Graduate,Mexico,4,Instagram,0,5,0,Complicado,0,0
17,Male,Graduate,Mexico,8,TikTok,0,8,0,Single,0,0
19,Male,Graduate,Mexico,3,TikTok,0,5,0,Complicado,0,0
20,Male,Graduate,Mexico,6,TikTok,0,7,0,Single,0,0
19,Female,Graduate,Mexico,7,TikTok,0,5,0,In a relationship,0,0
21,Male,Graduate,Mexico,5,YouTube,0,7,0,Single,0,0
19,Female,Graduate,Mexico,5,TikTok,0,7,0,In a relationship,0,0
21,Female,Graduate,Mexico,6,TikTok,0,5,0,In a relationship,0,0
24,Female,Graduate,Mexico,3,TikTok,0,7,0,In a relationship,0,0
27,Male,Graduate,Mexico,6,WhatsApp,0,6,0,In a relationship,0,0
23,Male,Secondary,Mexico,4,TikTok,0,8,0,Single,0,0
20,Female,Graduate,Mexico,3,Twitter,0,6,0,In a relationship,0,0
21,Male,Graduate,Mexico,4,YouTube,0,7,0,Single,0,0
21,Male,Graduate,Mexico,3,TikTok,0,7,0,Single,0,0
24,Female,Graduate,Mexico,3,Facebook,0,4,0,Complicado,0,0
20,Female,Graduate,Mexico,7,TikTok,0,6,0,Complicado,0,0
19,Female,Secondary,Mexico,3,WhatsApp,0,6,0,In a relationship,0,0
20,Female,Graduate,Mexico,3,TikTok,0,5,0,Single,0,0
24,Female,Graduate,Mexico,6,Instagram,0,7,0,Single,0,0
16,Female,Secondary,Argentina,5,Instagram,0,12,0,In a relationship,0,0
20,Female,Graduate,Mexico,1,TikTok,0,8,0,In a relationship,0,0
21,Female,Graduate,Mexico,7,YouTube,0,6,0,In a relationship,0,0
24,Female,Graduate,Mexico,5,WhatsApp,0,7,0,Complicado,0,0
25,Male,Graduate,Mexico,2,Facebook,0,7,0,Single,0,0
20,Female,Graduate,Mexico,8,TikTok,0,7,0,Single,0,0
29,Male,Graduate,Mexico,3,WhatsApp,0,5,0,Complicado,0,0
29,Female,Graduate,Mexico,9,WhatsApp,0,11,0,Single,0,0
32,Male,Secondary,Mexico,3,TikTok,0,6,0,Single,0,0
20,Female,Graduate,Mexico,3,TikTok,0,7,0,In a relationship,0,0
21,Male,Graduate,Mexico,8,Instagram,0,7,0,Single,0,0
22,Male,Graduate,India,4,YouTube,0,7,0,Single,0,0
17,Female,Graduate,Mexico,6,TikTok,0,7,0,Single,0,0
13,Male,Graduate,Mexico,3,TikTok,0,7,0,In a relationship,0,0
21,Male,Graduate,Mexico,7,Instagram,0,8,0,In a relationship,0,0
20,Male,Graduate,Mexico,5,TikTok,0,5,0,Single,0,0
24,Female,Graduate,Mexico,5,Instagram,0,7,0,Single,0,0
20,Female,Graduate,Mexico,4,Instagram,0,7,0,In a relationship,0,0
20,Male,Graduate,Mexico,2,YouTube,0,7,0,Single,0,0
23,Female,Graduate,Mexico,4,TikTok,0,7,0,In a relationship,0,0
30,Male,Graduate,Mexico,4,WhatsApp,0,6,0,In a relationship,0,0
15,Female,Secondary,Mexico,4,Twitter,0,6,0,Complicado,0,0
22,Male,Graduate,Mexico,5,Instagram,0,7,0,Single,0,0
23,Female,Graduate,Mexico,4,WhatsApp,0,6,0,Complicado,0,0
20,Female,Graduate,Mexico,4,YouTube,0,7,0,In a relationship,0,0
24,Female,Graduate,Mexico,5,YouTube,0,7,0,Single,0,0
21,Female,Graduate,Mexico,5,Facebook,0,7,0,Single,0,0
20,Male,Graduate,Canada,3,Twitter,0,6,0,Complicado,0,0
19,Male,Graduate,Canada,5,LinkedIn,0,8,0,Single,0,0
27,Male,Secondary,Mexico,2,WhatsApp,0,7,0,In a relationship,0,0
19,Female,Graduate,Mexico,3,WhatsApp,0,6,0,In a relationship,0,0
20,Male,Graduate,Mexico,5,Instagram,0,8,0,Single,0,0
23,Male,Graduate,Mexico,3,TikTok,0,7,0,In a relationship,0,0
24,Female,Graduate,Mexico,6,Facebook,0,9,0,Single,0,0
22,Male,Graduate,Mexico,4,Instagram,0,8,0,Single,0,0
21,Female,Graduate,Mexico,5,Instagram,0,7,0,Single,0,0
30,Female,Graduate,Mexico,3,Facebook,0,8,0,In a relationship,0,0
20,Female,Graduate,Mexico,6,Instagram,0,6,0,Single,0,0
20,Female,Graduate,Mexico,4,Instagram,0,7,0,Complicado,0,0
26,Female,Graduate,Mexico,5,Instagram,0,8,0,Single,0,0
19,Male,Graduate,Mexico,6,Facebook,0,4,0,Single,0,0
19,Female,Graduate,Mexico,4,WhatsApp,0,5,0,In a relationship,0,0
17,Female,Graduate,Mexico,5,TikTok,0,5,0,In a relationship,0,0
39,Female,Graduate,Mexico,3,Facebook,0,7,0,In a relationship,0,0
18,Male,Secondary,Mexico,5,YouTube,0,7,0,Complicado,0,0
20,Female,Secondary,Mexico,3,TikTok,0,9,0,In a relationship,0,0
19,Male,Graduate,Mexico,3,TikTok,0,5,0,Single,0,0
48,Female,Secondary,Mexico,3,Facebook,0,8,0,In a relationship,0,0
30,Female,Graduate,Mexico,7,TikTok,0,8,0,Single,0,0
25,Female,Graduate,Mexico,4,Twitter,0,8,0,Single,0,0
15,Male,Secondary,Mexico,1,Instagram,0,5,0,Single,0,0
17,Female,Graduate,Mexico,1,TikTok,0,11,0,Single,0,0
22,Male,Graduate,Mexico,10,TikTok,0,8,0,In a relationship,0,0
21,Female,Graduate,Mexico,5,Facebook,0,5,0,Single,0,0
21,Female,Graduate,Mexico,3,Facebook,0,7,0,Single,0,0
20,Female,Graduate,Mexico,8,Instagram,0,5,0,Single,0,0
23,Female,Graduate,Mexico,3,Instagram,0,4,0,Single,0,0
40,Female,Graduate,Mexico,7,WhatsApp,0,4,0,In a relationship,0,0
19,Female,Graduate,Mexico,3,Instagram,0,5,0,In a relationship,0,0
20,Male,Graduate,Mexico,6,WhatsApp,0,7,0,In a relationship,0,0
20,Male,Graduate,Argentina,3,TikTok,0,7,0,Single,0,0
20,Female,Graduate,Mexico,3,Twitter,0,5,0,In a relationship,0,0
28,Female,Graduate,Chile,3,Instagram,0,6,0,In a relationship,0,0
30,Female,Graduate,Mexico,3,Twitter,0,6,0,In a relationship,0,0
18,Male,Secondary,Mexico,3,TikTok,0,7,0,Complicado,0,0
15,Male,Secondary,Mexico,5,YouTube,0,6,0,Single,0,0
25,Female,Graduate,Mexico,4,YouTube,0,6,0,Complicado,0,0
21,Male,Graduate,Mexico,4,Twitter,0,5,0,Complicado,0,0
45,Female,Graduate,Mexico,3,WhatsApp,0,7,0,Single,0,0
33,Male,Graduate,Mexico,3,VKontakte,0,7,0,Single,0,0
25,Female,Graduate,Mexico,4,Facebook,0,6,0,In a relationship,0,0
32,Female,Graduate,Mexico,7,WhatsApp,0,6,0,Single,0,0
25,Male,Graduate,Mexico,3,WhatsApp,0,7,0,In a relationship,0,0
18,Female,Graduate,Mexico,3,TikTok,0,5,0,In a relationship,0,0
20,Female,Secondary,Mexico,3,Facebook,0,7,0,Single,0,0
38,Male,Graduate,Mexico,5,WhatsApp,0,7,0,Complicado,0,0
25,Male,Graduate,Mexico,3,Instagram,0,7,0,In a relationship,0,0
26,Male,Graduate,Mexico,3,Twitter,0,5,0,Single,0,0
21,Male,Preparatory,Mexico,4,TikTok,0,6,0,Single,1,0
27,Male,Graduate,Mexico,2,YouTube,0,7,0,In a relationshipn,0,0
21,Female,Preparatory,Mexico,4,Instagram,0,5,0,Single,0,0
21,Female,Preparatory,Mexico,4,Instagram,0,5,0,Single,0,0
20,Male,Graduate,Mexico,5,WhatsApp,0,5,0,Single,0,0
21,Male,Graduate,Mexico,4,Facebook,0,6,0,Single,0,0
21,Male,Graduate,Mexico,2,YouTube,0,7,0,In a relationshipn,0,0
21,Male,Graduate,Mexico,4,WhatsApp,0,7,0,Single,0,0
20,Female,Preparatory,Mexico,3,TikTok,0,7,0,Single,0,0
34,Male,Posgrado,Mexico,8,Instagram,0,8,0,In a relationshipn,0,0
22,Male,Preparatory,Mexico,6,TikTok,0,5,0,Complicated,1,0
21,Female,Graduate,Mexico,5,Instagram,0,7,0,In a relationshipn,2,0
26,Male,Posgrado,Mexico,3,Facebook,0,6,0,Single,0,0
21,Female,Graduate,Mexico,4,Facebook,0,6,0,Single,1,0
21,Female,Preparatory,Mexico,7,Instagram,0,6,0,Complicated,5,0
20,Male,Preparatory,Mexico,1,Facebook,0,7,0,In a relationshipn,0,0
20,Female,Preparatory,Mexico,3,Instagram,0,6,0,Single,0,0
20,Male,Graduate,Mexico,2,TikTok,0,8,0,Single,0,0
22,Female,Preparatory,Mexico,4,TikTok,0,9,0,In a relationshipn,0,0
24,Male,Graduate,Mexico,3,WhatsApp,0,6,0,Complicated,0,0
21,Male,Preparatory,Mexico,5,TikTok,0,6,0,Single,0,0
21,Male,Preparatory,Mexico,4,WhatsApp,0,7,0,Single,1,0
24,Male,Preparatory,Mexico,8,TikTok,0,5,0,In a relationshipn,4,0
21,Male,Preparatory,Mexico,6,WhatsApp,0,7,0,Complicated,0,0
18,Male,Preparatory,Mexico,3,YouTube,0,7,0,Single,0,0
25,Female,Preparatory,Mexico,2,WhatsApp,0,7,0,Single,1,0
20,Male,Graduate,Mexico,4,LinkedIn,0,5,0,Single,0,0
25,Female,Graduate,Mexico,1,TikTok,0,7,0,Single,0,0
22,Male,Posgrado,Mexico,5,TikTok,0,6,0,Single,0,0
20,Male,Graduate,Mexico,2,WhatsApp,0,7,0,In a relationshipn,0,0
25,Male,Graduate,Mexico,1,Instagram,0,6,0,In a relationshipn,0,0
21,Male,Graduate,Mexico,5,TikTok,0,4,0,Single,0,0
17,Male,Preparatory,Mexico,5,Instagram,0,7,0,Single,0,0
21,Male,Graduate,Mexico,5,TikTok,0,5,0,Single,0,0
20,Male,Preparatory,Mexico,3,Instagram,0,7,0,Single,0,0
22,Male,Preparatory,Bolivia,2,YouTube,0,8,0,In a relationshipn,1,0
25,Male,Graduate,USA,3,Facebook,0,8,0,In a relationshipn,1,0
21,Male,Graduate,Mexico,8,Instagram,0,7,0,Single,4,0
21,Male,Preparatory,Mexico,2,TikTok,0,7,0,Single,1,0
28,Male,Graduate,Austria,0,LINE,0,1,0,Single,0,0
22,Male,Graduate,Mexico,4,TikTok,0,5,0,Complicated,0,0
21,Male,Graduate,Mexico,3,WhatsApp,0,4,0,Single,0,0
21,Male,Primaria,Afghanistan,3,Instagram,0,8,0,Single,0,0
20,Male,Primaria,Afghanistan,2,Instagram,0,7,0,Single,1,0
98,Male,Primaria,Bhutan,4,Instagram,0,6,0,Single,0,0
21,Male,Graduate,Mexico,3,WhatsApp,0,6,0,Single,1,0
21,Male,Preparatory,Mexico,2,TikTok,0,8,0,Single,0,0
24,Female,Graduate,Mexico,4,TikTok,0,7,0,Single,5,0
37,Female,Preparatory,Mexico,4,WhatsApp,0,6,0,In a relationshipn,0,0
22,Female,Secondary,Ecuador,2,Instagram,0,7,0,Single,2,0
23,Female,Graduate,Mexico,6,WhatsApp,0,5,0,Single,0,0
25,Male,Graduate,Mexico,6,Facebook,0,7,0,Single,0,0
25,Male,Graduate,Mexico,3,Facebook,0,7,0,Single,0,0
21,Male,Graduate,Mexico,3,TikTok,0,7,0,In a relationshipn,1,0
21,Female,Preparatory,Mexico,1,Instagram,0,5,0,In a relationshipn,1,0
21,Female,Graduate,Mexico,3,TikTok,0,8,0,Single,4,0
23,Female,Graduate,Colombia,3,TikTok,0,8,0,Single,0,0
21,Male,Preparatory,Mexico,5,WhatsApp,0,8,0,Single,0,0
21,Male,Graduate,Mexico,1,TikTok,0,7,0,In a relationshipn,0,0
21,Male,Graduate,Liechtenstein,5,Instagram,0,6,0,Single,0,0
23,Male,Sin estudios,Mexico,10,YouTube,0,7,0,In a relationshipn,0,0
22,Male,Graduate,Mexico,7,TikTok,0,7,0,In a relationshipn,2,0
22,Male,Graduate,Mexico,7,WhatsApp,0,7,0,In a relationshipn,0,0
